DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-104.0943772,0.025391773,10151708172,1.13E-05,10773464219,1.00E-05,1.96581E+11,1.05E-05,7.24E-06,2.794571242,0.133891639,0.272236238,0.272236238
-119.086372,0.021102449,7174596635,1.12E-05,11475298718,1.10E-05,2.08439E+11,1.15E-05,2.04E-06,2.896569672,0.164406773,0.310233343,0.310233343
-93.19315316,0.030859377,6774920052,1.30E-05,35198103489,1.10E-05,1.96907E+11,1.23E-05,3.89E-06,1.24347219,0.158399993,0.279609138,0.279609138
-100.7337974,0.02598805,10898584379,1.08E-05,27066264087,7.30E-06,2.08971E+11,1.16E-05,1.44E-06,0.558791795,0.16510167,0.246844066,0.246844066
-101.6617385,0.031466057,11447754108,1.09E-05,12908595857,5.12E-06,1.90974E+11,1.13E-05,1.79E-05,2.855352435,0.163410655,0.250896071,0.250896071
-44.09847313,0.032595361,14812950096,1.04E-05,10067218871,9.15E-06,1.96026E+11,1.10E-05,1.77E-06,1.530598395,0.07164179,0.106453478,0.106453478
-21.70483959,0.031575392,14831291615,9.03E-06,33559248765,8.87E-06,1.99594E+11,1.11E-05,1.26E-06,0.741942041,0.037691414,0.045588315,0.045588315
-22.82981455,0.038745044,16007171213,8.55E-06,25722190326,7.91E-06,1.9425E+11,1.12E-05,7.83E-06,0.964369193,0.04294844,0.04556981,0.04556981
-98.27728639,0.023092006,5615963838,8.25E-06,21279384823,7.84E-06,2.09942E+11,1.06E-05,1.71E-06,1.146661939,0.151810194,0.187880872,0.187880872
-22.28252861,0.026366126,13981079322,1.14E-05,21102658093,1.10E-05,2.01197E+11,1.29E-05,7.07E-06,0.81112497,0.041220638,0.059021005,0.059021005
-56.48619866,0.023023541,14350662264,9.93E-06,13678177387,6.25E-06,2.05553E+11,1.16E-05,4.76E-06,1.289812007,0.089866688,0.127112228,0.127112228
-119.1369758,0.033541574,16730162813,1.25E-05,22338224810,5.45E-06,2.06542E+11,1.22E-05,2.15E-06,1.739196694,0.207464901,0.336147267,0.336147267
-78.71612529,0.031812818,13008669492,1.22E-05,15087679426,8.85E-06,1.95247E+11,1.17E-05,7.76E-06,0.848935313,0.130036204,0.219158897,0.219158897
-76.38397839,0.02768431,5084927275,1.08E-05,26297206666,1.03E-05,2.05201E+11,1.07E-05,7.41E-06,1.969852727,0.109274839,0.191776008,0.191776008
-26.92800507,0.034843429,9972425089,1.23E-05,28700943797,9.26E-06,2.02663E+11,1.26E-05,2.70E-06,0.729510744,0.051336945,0.07606268,0.07606268
-113.6083696,0.035669204,7832607279,1.12E-05,15674421794,8.32E-06,2.07029E+11,1.14E-05,7.55E-06,0.607921469,0.200583648,0.291664533,0.291664533
-72.05761109,0.037467398,5552052650,1.11E-05,34348815668,6.15E-06,1.95647E+11,1.14E-05,7.42E-06,0.532894611,0.128763693,0.180759571,0.180759571
-47.14929136,0.03736352,16455698518,8.82E-06,35383337383,8.95E-06,1.90829E+11,1.20E-05,3.32E-06,0.874374907,0.095652492,0.097475583,0.097475583
-21.32762656,0.033677241,11084347025,8.38E-06,10674741763,8.02E-06,2.04759E+11,1.23E-05,1.01E-05,2.384946992,0.043468879,0.041875933,0.043468879
-47.3009356,0.039098888,12495927932,1.14E-05,32947690283,1.00E-05,1.98068E+11,1.25E-05,2.30E-06,0.827354887,0.094994405,0.125825869,0.125825869
-20.58086151,0.02851882,19370074151,1.27E-05,10174172278,8.25E-06,2.08195E+11,1.27E-05,2.44E-05,2.515450039,0.035304407,0.059741036,0.059741036
-59.68393517,0.021515335,10422498030,8.97E-06,10819475213,5.16E-06,1.95056E+11,1.08E-05,3.82E-05,0.504921123,0.090931029,0.119613505,0.119613505
-90.38339076,0.031011143,11062205432,1.08E-05,10731614924,1.10E-05,1.95907E+11,1.19E-05,1.48E-05,2.37925842,0.156984216,0.230108444,0.230108444
-88.3580208,0.025558322,6809244536,8.84E-06,22692674819,8.47E-06,1.97835E+11,1.20E-05,1.25E-05,0.909718297,0.162908376,0.181028162,0.181028162
-98.43281898,0.038649374,5061073548,9.84E-06,28435006292,7.90E-06,2.03367E+11,1.06E-05,1.03E-06,0.629048394,0.166983607,0.223267383,0.223267383
-94.22102175,0.027704277,9780908014,8.57E-06,10556042127,9.16E-06,2.01668E+11,1.28E-05,2.31E-06,0.611162677,0.197923941,0.187852823,0.197923941
-94.57682034,0.020789134,15677493462,9.79E-06,39969154673,9.56E-06,2.09272E+11,1.07E-05,4.01E-05,2.678763653,0.125680811,0.215390091,0.215390091
-68.8953507,0.039639203,15115863415,8.25E-06,12965024065,8.25E-06,2.05038E+11,1.09E-05,4.92E-05,2.051807562,0.126379574,0.133945846,0.133945846
-46.22848988,0.032284289,6035868513,1.08E-05,22997111419,1.05E-05,2.01038E+11,1.26E-05,2.35E-06,1.686523308,0.089216158,0.116451289,0.116451289
-103.6639339,0.029950589,11972546252,1.17E-05,24878450626,7.56E-06,2.02519E+11,1.12E-05,1.70E-06,2.482936999,0.154948611,0.27802679,0.27802679
-36.25236042,0.038231105,6692385159,9.44E-06,12641193593,9.14E-06,1.98178E+11,1.27E-05,3.10E-06,0.744059796,0.078143724,0.079913006,0.079913006
-75.6426566,0.031135717,9462966754,1.01E-05,29513044167,5.76E-06,2.00842E+11,1.28E-05,2.26E-06,0.815277147,0.15414401,0.172182745,0.172182745
-98.87103946,0.030214469,6654111764,1.20E-05,18342915582,1.10E-05,1.93161E+11,1.26E-05,2.10E-06,2.521211192,0.175629071,0.277161935,0.277161935
-31.18888258,0.030869457,15144839576,1.08E-05,14768852756,1.10E-05,1.92968E+11,1.26E-05,1.02E-05,0.585832462,0.061049305,0.078122471,0.078122471
-57.75817553,0.037501511,19996297677,9.89E-06,12377378573,9.56E-06,2.08475E+11,1.27E-05,1.81E-05,1.285783674,0.121570071,0.133844764,0.133844764
-96.55528062,0.035984118,8577408398,8.09E-06,16581308865,9.42E-06,1.99734E+11,1.24E-05,7.49E-06,1.156830646,0.206436557,0.184992554,0.206436557
-47.47207893,0.034628275,13687994722,1.01E-05,15215172531,9.85E-06,2.09894E+11,1.20E-05,1.05E-05,2.407926269,0.088887137,0.112551294,0.112551294
-118.1146005,0.039193265,7860136874,1.25E-05,19252651112,7.11E-06,1.90728E+11,1.29E-05,1.24E-06,1.216650307,0.238844827,0.337291959,0.337291959
-48.82785085,0.033578443,5726145939,9.72E-06,22371372104,9.33E-06,2.08832E+11,1.21E-05,4.89E-05,0.71354693,0.095139719,0.110302537,0.110302537
-105.9672222,0.022195706,7499071469,1.27E-05,13466895370,1.10E-05,2.01878E+11,1.14E-05,7.32E-06,1.325108102,0.13500264,0.310375852,0.310375852
-66.94864457,0.025529822,10360240367,1.03E-05,10373721029,1.04E-05,2.09035E+11,1.17E-05,1.80E-06,2.395198043,0.108079187,0.161674966,0.161674966
-56.38826614,0.022781165,15136833445,8.76E-06,18716564646,5.45E-06,2.07849E+11,1.08E-05,1.57E-06,2.551873197,0.085250953,0.112285186,0.112285186
-55.72163148,0.021716504,14456668040,1.09E-05,14512211437,8.81E-06,1.97527E+11,1.29E-05,1.39E-05,0.594223856,0.101160617,0.138219568,0.138219568
-100.8861332,0.028498078,6275984958,9.62E-06,12558803743,8.56E-06,2.00304E+11,1.19E-05,1.38E-06,0.661819916,0.184930525,0.223490553,0.223490553
-46.82459081,0.028956272,8834182494,1.21E-05,33645555893,1.10E-05,1.97656E+11,1.23E-05,4.26E-06,0.746869738,0.081192863,0.131134135,0.131134135
-100.9157625,0.028666819,6994334661,9.39E-06,14274594371,8.97E-06,2.06574E+11,1.25E-05,1.53E-06,1.407923241,0.197027532,0.220807398,0.220807398
-104.9458766,0.026712716,11234830533,1.06E-05,11773141622,1.08E-05,1.98229E+11,1.13E-05,7.74E-06,2.357613141,0.161283691,0.260304146,0.260304146
-32.37824428,0.032148539,10119081946,8.97E-06,29678325788,8.66E-06,2.04651E+11,1.24E-05,1.53E-05,1.182341107,0.065511353,0.067786331,0.067786331
-60.89948743,0.029595822,9393217653,1.13E-05,32507174391,8.56E-06,2.0198E+11,1.28E-05,1.53E-06,1.730676619,0.114908857,0.158112463,0.158112463
-35.65470268,0.027138913,13749828050,8.08E-06,16118440716,1.03E-05,1.94932E+11,1.23E-05,5.93E-06,1.795303903,0.070183925,0.068595076,0.070183925
-40.25264948,0.027334592,9784691702,1.10E-05,17576502947,1.04E-05,2.09866E+11,1.19E-05,5.02E-06,1.507156379,0.066609751,0.103431822,0.103431822
-44.46084455,0.025300941,5747408042,1.21E-05,36942185873,1.10E-05,2.05523E+11,1.24E-05,2.36E-06,0.846846612,0.073324895,0.124332484,0.124332484
-68.30268437,0.034295469,5962041384,1.22E-05,29052124430,6.00E-06,1.90055E+11,1.11E-05,3.61E-05,0.860298211,0.107863746,0.188137837,0.188137837
-115.1168001,0.030390105,10187069526,1.06E-05,18445799504,1.01E-05,1.95563E+11,1.13E-05,4.71E-06,0.712814523,0.191998151,0.284017541,0.284017541
-62.18840841,0.033855956,13681720252,1.28E-05,29759148314,6.53E-06,2.0489E+11,1.17E-05,2.74E-06,0.838103021,0.103377766,0.179861178,0.179861178
-72.56793662,0.027301758,6643179432,1.19E-05,17028537384,1.10E-05,1.94477E+11,1.13E-05,1.68E-05,2.791207905,0.105457614,0.200969,0.200969
-65.04135358,0.028299211,8919536209,1.08E-05,35287276044,1.06E-05,2.01475E+11,1.06E-05,3.99E-05,0.605357988,0.095290274,0.162181995,0.162181995
-73.06801894,0.023369233,8276404231,1.01E-05,22804836032,8.46E-06,2.06352E+11,1.19E-05,8.70E-06,2.513214901,0.119645836,0.169824985,0.169824985
-88.15910764,0.031940564,5542870058,1.21E-05,12229988864,9.39E-06,2.06763E+11,1.10E-05,1.84E-06,0.649472902,0.13568581,0.245052746,0.245052746
-108.4882289,0.025607868,11140057996,1.13E-05,35439341077,6.14E-06,2.07437E+11,1.17E-05,1.35E-05,1.590714283,0.169660441,0.276460129,0.276460129
-44.2526698,0.021580052,16587399684,1.10E-05,11163738333,5.97E-06,1.90885E+11,1.20E-05,4.63E-06,1.160164143,0.068328206,0.109544221,0.109544221
-106.3740144,0.036629192,17178494762,1.20E-05,11112657866,1.10E-05,1.97592E+11,1.27E-05,5.97E-06,0.791021749,0.210198239,0.297899879,0.297899879
-117.1486283,0.023219372,7974959264,1.05E-05,10638346480,1.10E-05,1.93566E+11,1.09E-05,1.64E-05,0.876706148,0.167316341,0.285072832,0.285072832
-98.65095969,0.033470249,9506583531,8.10E-06,26219355648,5.99E-06,2.0589E+11,1.18E-05,3.05E-06,0.578192566,0.197471104,0.182378585,0.197471104
-80.58043145,0.026737783,6989616286,1.20E-05,27311861318,8.73E-06,2.08427E+11,1.07E-05,4.14E-06,2.329675851,0.104461009,0.222291532,0.222291532
-51.86375225,0.024894958,5845721482,1.01E-05,33845642384,1.02E-05,1.99085E+11,1.22E-05,4.79E-05,2.396912105,0.089771323,0.12279452,0.12279452
-26.50467009,0.035856504,5662551883,1.27E-05,36467597197,5.61E-06,1.94597E+11,1.22E-05,6.04E-06,0.780145509,0.048091033,0.075870107,0.075870107
-115.6104362,0.025055597,19344211375,9.19E-06,29871770058,1.02E-05,2.03864E+11,1.17E-05,6.29E-06,0.637234668,0.20446837,0.247478982,0.247478982
-97.35054239,0.036693488,6038143085,1.09E-05,22002452613,5.82E-06,2.06788E+11,1.21E-05,8.06E-06,0.614056477,0.189116187,0.239088479,0.239088479
-62.85116758,0.023372446,9292307698,8.20E-06,24597904587,6.78E-06,2.02345E+11,1.24E-05,1.28E-06,0.705988938,0.123100983,0.117865738,0.123100983
-64.80074582,0.039213719,7512203658,1.12E-05,32252975209,1.08E-05,1.98568E+11,1.05E-05,8.32E-06,2.482923744,0.101261024,0.170176211,0.170176211
-115.0342979,0.03599884,11645873407,1.17E-05,35074627367,1.10E-05,2.0648E+11,1.25E-05,5.73E-06,0.590002536,0.228292471,0.310970572,0.310970572
-29.4435333,0.029107577,18114654323,1.25E-05,10652215286,1.10E-05,1.93807E+11,1.21E-05,6.92E-06,2.446078226,0.047103486,0.085862246,0.085862246
-35.74598655,0.036210156,8478806762,1.21E-05,15719621007,1.00E-05,2.05445E+11,1.20E-05,3.21E-06,1.88380909,0.063699028,0.100785859,0.100785859
-100.6611236,0.021576307,7946766329,9.54E-06,11207441285,7.40E-06,2.05903E+11,1.09E-05,3.83E-06,0.79048822,0.148311735,0.218677743,0.218677743
-53.7854012,0.035736098,8144033695,1.27E-05,15746588335,8.43E-06,2.0491E+11,1.18E-05,4.96E-05,0.700398986,0.092781587,0.156489359,0.156489359
-51.41453312,0.037597046,5003952072,9.40E-06,25922845817,7.59E-06,1.95199E+11,1.07E-05,2.24E-06,1.503051929,0.087410356,0.112232079,0.112232079
-27.8777351,0.023853079,10142797386,8.20E-06,13835721019,5.12E-06,1.91763E+11,1.29E-05,3.93E-05,1.125357375,0.056743178,0.051772864,0.056743178
-20.90127649,0.027398645,5975127798,1.13E-05,24389255844,9.93E-06,1.98087E+11,1.23E-05,3.06E-06,0.658402135,0.03672603,0.054320908,0.054320908
-37.38722463,0.020130298,9510000336,9.50E-06,11439628582,7.21E-06,2.07886E+11,1.29E-05,3.14E-06,1.009471715,0.069274383,0.080904991,0.080904991
-37.30994814,0.023059694,7404757437,1.25E-05,26729287094,7.75E-06,2.05978E+11,1.09E-05,2.32E-05,1.339605703,0.045547128,0.105905472,0.105905472
-94.74545096,0.036641696,19923364585,1.07E-05,10463890467,9.05E-06,1.92569E+11,1.11E-05,4.76E-05,0.769903607,0.162480308,0.233576868,0.233576868
-118.4617652,0.034722406,17370410948,1.06E-05,11950640092,9.75E-06,1.98194E+11,1.09E-05,2.71E-06,2.328112205,0.190822791,0.292486123,0.292486123
-66.60510828,0.029816603,16345837767,9.99E-06,25135828769,9.96E-06,2.04014E+11,1.06E-05,3.40E-06,1.513073356,0.100220049,0.155622737,0.155622737
-66.54720731,0.031492458,18327445086,1.17E-05,13382854088,1.03E-05,1.94778E+11,1.10E-05,6.97E-06,2.121626618,0.099987323,0.181521189,0.181521189
-112.0037473,0.03684458,9938295788,9.06E-06,19678654842,1.03E-05,1.93634E+11,1.19E-05,1.41E-06,0.528910562,0.226224744,0.237855113,0.237855113
-86.18556717,0.031367065,8784014829,1.22E-05,15664572003,5.12E-06,2.01338E+11,1.24E-05,2.17E-05,2.026612808,0.151861981,0.237887337,0.237887337
-98.07567881,0.025450329,8849929017,1.24E-05,11925874510,5.77E-06,1.90782E+11,1.28E-05,6.94E-06,1.302147414,0.166276652,0.27293423,0.27293423
-63.23640193,0.022931472,9375879419,9.82E-06,12421905217,1.06E-05,1.98108E+11,1.11E-05,5.60E-06,2.206891926,0.093333953,0.14575094,0.14575094
-20.0358883,0.038501766,8618667190,9.84E-06,22404327059,7.84E-06,1.9086E+11,1.18E-05,3.73E-05,1.077946641,0.038512346,0.045647342,0.045647342
-100.8510208,0.024927193,7853648856,1.27E-05,14406252544,5.87E-06,2.06806E+11,1.11E-05,4.74E-05,1.33898845,0.130148114,0.287624799,0.287624799
-54.05560432,0.037424472,5801115208,8.98E-06,13979277681,5.48E-06,2.01752E+11,1.07E-05,1.45E-05,2.362063229,0.093073227,0.111388974,0.111388974
-55.4022971,0.029005974,5446802306,1.07E-05,36856186380,6.71E-06,2.09348E+11,1.08E-05,1.27E-05,1.068546626,0.083289031,0.134879019,0.134879019
-107.2045727,0.025305553,5790196681,1.13E-05,12496031912,5.71E-06,1.9413E+11,1.29E-05,3.47E-06,2.392908525,0.192157129,0.273485056,0.273485056
-28.2096333,0.032645912,19136294103,1.25E-05,20271606261,8.29E-06,1.98717E+11,1.29E-05,1.70E-06,0.801126233,0.053970595,0.080510613,0.080510613
-45.98770644,0.028618285,6511253633,1.05E-05,10737162458,1.07E-05,2.02154E+11,1.10E-05,1.10E-06,2.092815459,0.070258484,0.112959547,0.112959547
-110.9694167,0.030968706,6033119222,9.32E-06,14726915502,9.63E-06,1.94727E+11,1.18E-05,1.16E-05,0.78088175,0.207503511,0.241264325,0.241264325
-63.03580099,0.023835567,14884849736,9.77E-06,17866252679,9.82E-06,2.04989E+11,1.18E-05,3.72E-05,1.908957321,0.104488036,0.143722265,0.143722265
-29.76188842,0.028127941,5210972360,9.52E-06,39798232481,8.11E-06,1.95382E+11,1.14E-05,6.62E-06,1.496202791,0.05012592,0.065530705,0.065530705
-62.73506391,0.038780835,12804405245,8.44E-06,32257567455,9.12E-06,1.91683E+11,1.27E-05,3.85E-06,0.555976465,0.141071639,0.124041347,0.141071639
-50.49748068,0.022106715,6620884461,8.49E-06,27753772536,7.53E-06,1.92377E+11,1.11E-05,1.35E-06,2.005592567,0.080395472,0.099120661,0.099120661
-78.44801589,0.03760902,9251412524,1.29E-05,36796754982,1.06E-05,1.91379E+11,1.27E-05,3.48E-06,0.585478386,0.15496089,0.233367103,0.233367103
-48.83902655,0.02757113,9351896282,1.03E-05,24430780298,6.46E-06,1.90608E+11,1.19E-05,3.13E-05,1.064574206,0.084153487,0.114675302,0.114675302
-100.8466444,0.034756949,8891809343,1.06E-05,17989381144,1.06E-05,2.09848E+11,1.07E-05,1.87E-05,1.873035929,0.158482957,0.251160126,0.251160126
-105.3856808,0.038912637,9471149856,1.12E-05,19962722339,6.36E-06,1.97961E+11,1.25E-05,2.82E-05,2.453001447,0.208357335,0.270078583,0.270078583
-99.94484514,0.022212549,15332739882,1.27E-05,20749456842,5.96E-06,2.08499E+11,1.28E-05,2.41E-05,0.602509211,0.163325355,0.282937286,0.282937286
-119.8672154,0.032540343,12790015987,8.68E-06,14016516109,8.96E-06,1.97983E+11,1.18E-05,6.30E-06,1.690883965,0.227453624,0.244421669,0.244421669
-106.2153161,0.035453035,9571017429,1.03E-05,22789243997,9.82E-06,2.04473E+11,1.23E-05,1.08E-05,1.561692184,0.207152244,0.254984499,0.254984499
-95.21160876,0.032236064,8291811897,1.24E-05,28740166285,1.10E-05,2.02858E+11,1.16E-05,8.01E-06,0.747236626,0.155274335,0.273560147,0.273560147
-108.218781,0.026093027,5585016320,1.09E-05,15740704766,5.89E-06,2.06557E+11,1.13E-05,2.13E-06,1.609355621,0.16398677,0.267683312,0.267683312
-98.67973332,0.033655509,17340590868,1.07E-05,25659936096,1.07E-05,2.06896E+11,1.27E-05,2.46E-06,2.283866987,0.194852639,0.247507327,0.247507327
-64.86872116,0.035520765,5317208378,1.29E-05,20205748104,7.48E-06,2.08731E+11,1.21E-05,1.52E-05,0.669728439,0.115121499,0.19023005,0.19023005
-98.23451423,0.021522749,6902789822,9.23E-06,12511048692,5.82E-06,1.94495E+11,1.24E-05,1.96E-06,2.071506372,0.174761226,0.205801712,0.205801712
-89.62906777,0.026302713,14822161339,1.25E-05,15878099541,1.10E-05,2.01229E+11,1.16E-05,1.06E-06,1.269259612,0.131501447,0.259324914,0.259324914
-89.78753225,0.024438606,11277258637,8.63E-06,37454501531,8.93E-06,2.02497E+11,1.05E-05,1.18E-05,0.567612728,0.139355114,0.179348645,0.179348645
-32.06006792,0.035787177,15005566505,9.60E-06,18832567921,5.09E-06,2.09862E+11,1.12E-05,1.43E-06,1.470028759,0.056532112,0.070000165,0.070000165
-38.19409923,0.035638203,12741717305,1.23E-05,16120114097,1.10E-05,1.94715E+11,1.17E-05,3.80E-05,0.738330136,0.066343942,0.10887707,0.10887707
-73.14005992,0.034386187,10124861721,8.79E-06,20033836284,9.04E-06,1.99216E+11,1.13E-05,3.09E-05,1.546402936,0.132510648,0.151182786,0.151182786
-40.84198828,0.032855157,15074716580,1.08E-05,11618768314,6.16E-06,1.99645E+11,1.15E-05,4.27E-05,1.632510729,0.068921019,0.100796688,0.100796688
-58.45416019,0.038490844,5441556737,1.13E-05,14530436354,8.67E-06,1.97018E+11,1.07E-05,6.87E-06,1.480091339,0.09315226,0.15325728,0.15325728
-112.8939389,0.028022489,6060522794,1.20E-05,15777923833,6.54E-06,2.01415E+11,1.16E-05,1.88E-05,2.938968357,0.171781675,0.306838007,0.306838007
-56.19743033,0.030681589,11820643984,1.05E-05,14276771881,8.26E-06,1.93537E+11,1.29E-05,2.21E-06,1.024477927,0.11161459,0.136090303,0.136090303
-97.63789706,0.027797353,17627535442,1.03E-05,13509445565,9.52E-06,2.09269E+11,1.05E-05,3.82E-05,0.926875529,0.142862312,0.232022354,0.232022354
-79.97613369,0.028556576,5710660164,1.28E-05,23942154015,1.10E-05,2.04073E+11,1.11E-05,6.82E-06,2.04087074,0.110424905,0.23659101,0.23659101
-93.51121023,0.038801837,16566537228,8.16E-06,34938912378,8.55E-06,1.95135E+11,1.16E-05,2.70E-05,1.341807523,0.185839734,0.179791355,0.185839734
-90.86625946,0.034998173,5301950830,9.41E-06,19169615725,8.50E-06,2.02874E+11,1.26E-05,8.80E-06,1.294163164,0.188619837,0.199121224,0.199121224
-55.29762839,0.038379386,5215287215,9.40E-06,28855994975,9.07E-06,1.95603E+11,1.23E-05,3.24E-06,2.239103038,0.113254308,0.122201488,0.122201488
-33.34971223,0.039541062,15854625250,9.28E-06,11257468096,9.29E-06,1.98379E+11,1.11E-05,2.14E-05,2.758902996,0.060480625,0.07301461,0.07301461
-115.2120589,0.03430418,17421339318,1.08E-05,25258953046,8.28E-06,1.9063E+11,1.12E-05,1.71E-06,1.965694712,0.191547437,0.288905609,0.288905609
-36.60782143,0.0335724,9644446730,1.06E-05,12265000031,6.57E-06,1.93805E+11,1.15E-05,3.37E-06,1.174981517,0.063440199,0.088260636,0.088260636
-106.5023351,0.037714162,10351219108,1.04E-05,11245654871,9.07E-06,2.02066E+11,1.23E-05,3.40E-06,0.853306755,0.213195086,0.257341962,0.257341962
-74.24899449,0.039725091,9794071679,1.27E-05,18534466974,1.10E-05,2.06197E+11,1.12E-05,3.14E-05,0.829767186,0.124255727,0.218583929,0.218583929
-63.06311749,0.023593716,9769056219,8.45E-06,13763611882,8.09E-06,2.07209E+11,1.24E-05,1.60E-06,2.306138908,0.118482949,0.124079471,0.124079471
-62.80588913,0.022861332,5514586666,1.15E-05,14677057162,1.10E-05,1.92616E+11,1.14E-05,2.34E-06,1.78834699,0.087429007,0.168105776,0.168105776
-114.5344453,0.034765532,5103627089,1.05E-05,39864026838,1.08E-05,2.06683E+11,1.25E-05,1.34E-05,0.606729848,0.231140561,0.281488203,0.281488203
-32.42871288,0.021453022,5072881078,1.15E-05,22377690088,5.17E-06,2.00349E+11,1.24E-05,2.84E-06,1.814272921,0.051221279,0.083186943,0.083186943
-55.49418833,0.020653525,10768607302,1.13E-05,34094755622,8.42E-06,2.00216E+11,1.10E-05,1.88E-06,0.989859693,0.071934553,0.142901498,0.142901498
-51.06276208,0.035922687,7050472927,1.11E-05,18072018379,6.01E-06,1.99112E+11,1.29E-05,2.20E-05,0.535247743,0.106911414,0.128002243,0.128002243
-44.4269115,0.02143948,17949113617,1.19E-05,13891213683,6.20E-06,2.05652E+11,1.25E-05,3.26E-05,1.806729003,0.068814987,0.118786737,0.118786737
-34.47825597,0.026203734,15517580665,1.18E-05,21849894843,5.79E-06,1.92679E+11,1.29E-05,1.69E-05,2.873094355,0.060531541,0.091892988,0.091892988
-105.3779403,0.038258822,5233893068,9.42E-06,24658869528,9.05E-06,2.0559E+11,1.23E-05,1.42E-05,0.739949928,0.219448556,0.231441979,0.231441979
-62.07091745,0.022722443,17287057623,8.70E-06,16400516682,6.34E-06,2.01496E+11,1.11E-05,3.83E-06,1.139106369,0.099363271,0.123092466,0.123092466
-62.2174253,0.039995225,5022744407,9.77E-06,14118284142,7.37E-06,1.91922E+11,1.06E-05,2.58E-05,0.809186833,0.106738712,0.140150432,0.140150432
-59.02416399,0.03853765,11573085257,1.03E-05,30118972557,1.04E-05,2.01416E+11,1.26E-05,1.44E-05,2.32080339,0.120972065,0.14379922,0.14379922
